pop,category,len>0_score!=0,len>0_score==0,len==0_score==0,hXX,simID
p1,A,380,120,0,h15,2560645522560305138
p1,B,74,408,18,h15,2560645522560305138
p1,C,18,85,397,h15,2560645522560305138
p1,Non-ROH,500,0,0,h15,2560645522560305138
p2,A,462,38,0,h15,2560645522560305138
p2,B,160,340,0,h15,2560645522560305138
p2,C,10,181,309,h15,2560645522560305138
p2,Non-ROH,500,0,0,h15,2560645522560305138
p3,A,483,17,0,h15,2560645522560305138
p3,B,216,284,0,h15,2560645522560305138
p3,C,16,212,272,h15,2560645522560305138
p3,Non-ROH,500,0,0,h15,2560645522560305138
p1,A,439,61,0,h15,2574054733575295619
p1,B,131,359,10,h15,2574054733575295619
p1,C,24,128,348,h15,2574054733575295619
p1,Non-ROH,500,0,0,h15,2574054733575295619
p2,A,472,28,0,h15,2574054733575295619
p2,B,188,312,0,h15,2574054733575295619
p2,C,14,119,367,h15,2574054733575295619
p2,Non-ROH,500,0,0,h15,2574054733575295619
p3,A,484,16,0,h15,2574054733575295619
p3,B,243,257,0,h15,2574054733575295619
p3,C,12,118,370,h15,2574054733575295619
p3,Non-ROH,500,0,0,h15,2574054733575295619
p1,A,480,20,0,h15,2586231447732861277
p1,B,120,373,7,h15,2586231447732861277
p1,C,24,91,385,h15,2586231447732861277
p1,Non-ROH,500,0,0,h15,2586231447732861277
p2,A,499,1,0,h15,2586231447732861277
p2,B,263,237,0,h15,2586231447732861277
p2,C,31,163,306,h15,2586231447732861277
p2,Non-ROH,500,0,0,h15,2586231447732861277
p3,A,500,0,0,h15,2586231447732861277
p3,B,278,222,0,h15,2586231447732861277
p3,C,13,163,324,h15,2586231447732861277
p3,Non-ROH,500,0,0,h15,2586231447732861277
p1,A,423,77,0,h15,2604263052401038050
p1,B,59,423,18,h15,2604263052401038050
p1,C,22,91,387,h15,2604263052401038050
p1,Non-ROH,500,0,0,h15,2604263052401038050
p2,A,484,16,0,h15,2604263052401038050
p2,B,186,314,0,h15,2604263052401038050
p2,C,20,132,348,h15,2604263052401038050
p2,Non-ROH,500,0,0,h15,2604263052401038050
p3,A,490,10,0,h15,2604263052401038050
p3,B,289,211,0,h15,2604263052401038050
p3,C,17,161,322,h15,2604263052401038050
p3,Non-ROH,500,0,0,h15,2604263052401038050
p1,A,472,28,0,h15,2638201774638269924
p1,B,85,399,16,h15,2638201774638269924
p1,C,23,99,378,h15,2638201774638269924
p1,Non-ROH,500,0,0,h15,2638201774638269924
p2,A,494,6,0,h15,2638201774638269924
p2,B,161,339,0,h15,2638201774638269924
p2,C,18,109,373,h15,2638201774638269924
p2,Non-ROH,500,0,0,h15,2638201774638269924
p3,A,500,0,0,h15,2638201774638269924
p3,B,229,271,0,h15,2638201774638269924
p3,C,10,141,349,h15,2638201774638269924
p3,Non-ROH,500,0,0,h15,2638201774638269924
p1,A,387,113,0,h15,2643904249112940996
p1,B,81,402,17,h15,2643904249112940996
p1,C,23,103,374,h15,2643904249112940996
p1,Non-ROH,500,0,0,h15,2643904249112940996
p2,A,438,62,0,h15,2643904249112940996
p2,B,195,305,0,h15,2643904249112940996
p2,C,11,111,378,h15,2643904249112940996
p2,Non-ROH,500,0,0,h15,2643904249112940996
p3,A,450,50,0,h15,2643904249112940996
p3,B,205,295,0,h15,2643904249112940996
p3,C,9,208,283,h15,2643904249112940996
p3,Non-ROH,500,0,0,h15,2643904249112940996
p1,A,465,35,0,h15,2651604928972249132
p1,B,106,373,21,h15,2651604928972249132
p1,C,31,89,380,h15,2651604928972249132
p1,Non-ROH,500,0,0,h15,2651604928972249132
p2,A,497,3,0,h15,2651604928972249132
p2,B,239,261,0,h15,2651604928972249132
p2,C,20,143,337,h15,2651604928972249132
p2,Non-ROH,500,0,0,h15,2651604928972249132
p3,A,500,0,0,h15,2651604928972249132
p3,B,288,212,0,h15,2651604928972249132
p3,C,16,106,378,h15,2651604928972249132
p3,Non-ROH,500,0,0,h15,2651604928972249132
p1,A,467,33,0,h15,2658321031695449187
p1,B,88,398,14,h15,2658321031695449187
p1,C,27,102,371,h15,2658321031695449187
p1,Non-ROH,500,0,0,h15,2658321031695449187
p2,A,495,5,0,h15,2658321031695449187
p2,B,212,288,0,h15,2658321031695449187
p2,C,12,139,349,h15,2658321031695449187
p2,Non-ROH,500,0,0,h15,2658321031695449187
p3,A,498,2,0,h15,2658321031695449187
p3,B,329,171,0,h15,2658321031695449187
p3,C,16,108,376,h15,2658321031695449187
p3,Non-ROH,500,0,0,h15,2658321031695449187
p1,A,444,56,0,h15,2658422720204589086
p1,B,102,386,12,h15,2658422720204589086
p1,C,60,69,371,h15,2658422720204589086
p1,Non-ROH,500,0,0,h15,2658422720204589086
p2,A,500,0,0,h15,2658422720204589086
p2,B,292,208,0,h15,2658422720204589086
p2,C,49,58,393,h15,2658422720204589086
p2,Non-ROH,500,0,0,h15,2658422720204589086
p3,A,498,2,0,h15,2658422720204589086
p3,B,307,193,0,h15,2658422720204589086
p3,C,89,57,354,h15,2658422720204589086
p3,Non-ROH,500,0,0,h15,2658422720204589086
p1,A,433,67,0,h15,2671709687059240233
p1,B,83,399,18,h15,2671709687059240233
p1,C,23,117,360,h15,2671709687059240233
p1,Non-ROH,500,0,0,h15,2671709687059240233
p2,A,494,6,0,h15,2671709687059240233
p2,B,157,343,0,h15,2671709687059240233
p2,C,20,133,347,h15,2671709687059240233
p2,Non-ROH,500,0,0,h15,2671709687059240233
p3,A,495,5,0,h15,2671709687059240233
p3,B,222,278,0,h15,2671709687059240233
p3,C,12,138,350,h15,2671709687059240233
p3,Non-ROH,500,0,0,h15,2671709687059240233
p1,A,437,63,0,h15,2695667693965801473
p1,B,109,378,13,h15,2695667693965801473
p1,C,28,103,369,h15,2695667693965801473
p1,Non-ROH,500,0,0,h15,2695667693965801473
p2,A,492,8,0,h15,2695667693965801473
p2,B,230,270,0,h15,2695667693965801473
p2,C,19,83,398,h15,2695667693965801473
p2,Non-ROH,500,0,0,h15,2695667693965801473
p3,A,498,2,0,h15,2695667693965801473
p3,B,267,233,0,h15,2695667693965801473
p3,C,18,82,400,h15,2695667693965801473
p3,Non-ROH,500,0,0,h15,2695667693965801473
p1,A,447,53,0,h15,2711325550101517780
p1,B,123,364,13,h15,2711325550101517780
p1,C,21,107,372,h15,2711325550101517780
p1,Non-ROH,500,0,0,h15,2711325550101517780
p2,A,488,12,0,h15,2711325550101517780
p2,B,267,233,0,h15,2711325550101517780
p2,C,21,143,336,h15,2711325550101517780
p2,Non-ROH,500,0,0,h15,2711325550101517780
p3,A,488,12,0,h15,2711325550101517780
p3,B,308,192,0,h15,2711325550101517780
p3,C,19,120,361,h15,2711325550101517780
p3,Non-ROH,500,0,0,h15,2711325550101517780
p1,A,402,98,0,h15,2712007108831705026
p1,B,73,413,14,h15,2712007108831705026
p1,C,12,104,384,h15,2712007108831705026
p1,Non-ROH,500,0,0,h15,2712007108831705026
p2,A,485,15,0,h15,2712007108831705026
p2,B,185,315,0,h15,2712007108831705026
p2,C,25,149,326,h15,2712007108831705026
p2,Non-ROH,500,0,0,h15,2712007108831705026
p3,A,490,10,0,h15,2712007108831705026
p3,B,236,264,0,h15,2712007108831705026
p3,C,20,119,361,h15,2712007108831705026
p3,Non-ROH,500,0,0,h15,2712007108831705026
p1,A,463,37,0,h15,2720881111027535770
p1,B,90,389,21,h15,2720881111027535770
p1,C,22,111,367,h15,2720881111027535770
p1,Non-ROH,500,0,0,h15,2720881111027535770
p2,A,494,6,0,h15,2720881111027535770
p2,B,225,275,0,h15,2720881111027535770
p2,C,23,159,318,h15,2720881111027535770
p2,Non-ROH,500,0,0,h15,2720881111027535770
p3,A,495,5,0,h15,2720881111027535770
p3,B,291,209,0,h15,2720881111027535770
p3,C,16,107,377,h15,2720881111027535770
p3,Non-ROH,500,0,0,h15,2720881111027535770
p1,A,457,43,0,h15,2734882890488091491
p1,B,108,372,20,h15,2734882890488091491
p1,C,40,89,371,h15,2734882890488091491
p1,Non-ROH,500,0,0,h15,2734882890488091491
p2,A,496,4,0,h15,2734882890488091491
p2,B,232,268,0,h15,2734882890488091491
p2,C,25,117,358,h15,2734882890488091491
p2,Non-ROH,500,0,0,h15,2734882890488091491
p3,A,496,4,0,h15,2734882890488091491
p3,B,301,199,0,h15,2734882890488091491
p3,C,15,151,334,h15,2734882890488091491
p3,Non-ROH,500,0,0,h15,2734882890488091491
p1,A,413,87,0,h15,274105608504939076
p1,B,106,382,12,h15,274105608504939076
p1,C,25,95,380,h15,274105608504939076
p1,Non-ROH,500,0,0,h15,274105608504939076
p2,A,490,10,0,h15,274105608504939076
p2,B,248,252,0,h15,274105608504939076
p2,C,18,94,388,h15,274105608504939076
p2,Non-ROH,500,0,0,h15,274105608504939076
p3,A,492,8,0,h15,274105608504939076
p3,B,255,245,0,h15,274105608504939076
p3,C,10,182,308,h15,274105608504939076
p3,Non-ROH,500,0,0,h15,274105608504939076
p1,A,456,44,0,h15,2758679588510609392
p1,B,83,401,16,h15,2758679588510609392
p1,C,26,108,366,h15,2758679588510609392
p1,Non-ROH,500,0,0,h15,2758679588510609392
p2,A,495,5,0,h15,2758679588510609392
p2,B,214,286,0,h15,2758679588510609392
p2,C,17,94,389,h15,2758679588510609392
p2,Non-ROH,500,0,0,h15,2758679588510609392
p3,A,499,1,0,h15,2758679588510609392
p3,B,287,213,0,h15,2758679588510609392
p3,C,7,101,392,h15,2758679588510609392
p3,Non-ROH,500,0,0,h15,2758679588510609392
p1,A,439,61,0,h15,2776627699360820792
p1,B,85,402,13,h15,2776627699360820792
p1,C,32,103,365,h15,2776627699360820792
p1,Non-ROH,500,0,0,h15,2776627699360820792
p2,A,497,3,0,h15,2776627699360820792
p2,B,199,301,0,h15,2776627699360820792
p2,C,18,147,335,h15,2776627699360820792
p2,Non-ROH,500,0,0,h15,2776627699360820792
p3,A,494,6,0,h15,2776627699360820792
p3,B,256,244,0,h15,2776627699360820792
p3,C,22,145,333,h15,2776627699360820792
p3,Non-ROH,500,0,0,h15,2776627699360820792
p1,A,455,45,0,h15,2781101503616177205
p1,B,98,390,12,h15,2781101503616177205
p1,C,32,112,356,h15,2781101503616177205
p1,Non-ROH,500,0,0,h15,2781101503616177205
p2,A,476,24,0,h15,2781101503616177205
p2,B,219,281,0,h15,2781101503616177205
p2,C,19,187,294,h15,2781101503616177205
p2,Non-ROH,500,0,0,h15,2781101503616177205
p3,A,483,17,0,h15,2781101503616177205
p3,B,260,240,0,h15,2781101503616177205
p3,C,26,123,351,h15,2781101503616177205
p3,Non-ROH,500,0,0,h15,2781101503616177205
p1,A,435,65,0,h15,2800136311388728557
p1,B,90,397,13,h15,2800136311388728557
p1,C,37,90,373,h15,2800136311388728557
p1,Non-ROH,500,0,0,h15,2800136311388728557
p2,A,489,11,0,h15,2800136311388728557
p2,B,249,251,0,h15,2800136311388728557
p2,C,14,97,389,h15,2800136311388728557
p2,Non-ROH,500,0,0,h15,2800136311388728557
p3,A,496,4,0,h15,2800136311388728557
p3,B,276,224,0,h15,2800136311388728557
p3,C,13,102,385,h15,2800136311388728557
p3,Non-ROH,500,0,0,h15,2800136311388728557
p1,A,467,32,1,h15,2804196409984269811
p1,B,104,377,19,h15,2804196409984269811
p1,C,29,114,357,h15,2804196409984269811
p1,Non-ROH,499,0,0,h15,2804196409984269811
p2,A,491,9,0,h15,2804196409984269811
p2,B,255,245,0,h15,2804196409984269811
p2,C,31,163,306,h15,2804196409984269811
p2,Non-ROH,500,0,0,h15,2804196409984269811
p3,A,497,3,0,h15,2804196409984269811
p3,B,273,227,0,h15,2804196409984269811
p3,C,22,150,328,h15,2804196409984269811
p3,Non-ROH,500,0,0,h15,2804196409984269811
p1,A,460,40,0,h15,2811473585925759492
p1,B,90,397,13,h15,2811473585925759492
p1,C,25,121,354,h15,2811473585925759492
p1,Non-ROH,500,0,0,h15,2811473585925759492
p2,A,496,4,0,h15,2811473585925759492
p2,B,230,270,0,h15,2811473585925759492
p2,C,17,118,365,h15,2811473585925759492
p2,Non-ROH,500,0,0,h15,2811473585925759492
p3,A,498,2,0,h15,2811473585925759492
p3,B,246,254,0,h15,2811473585925759492
p3,C,6,116,378,h15,2811473585925759492
p3,Non-ROH,500,0,0,h15,2811473585925759492
p1,A,431,69,0,h15,2812090298604040356
p1,B,76,411,13,h15,2812090298604040356
p1,C,28,116,356,h15,2812090298604040356
p1,Non-ROH,500,0,0,h15,2812090298604040356
p2,A,458,42,0,h15,2812090298604040356
p2,B,176,324,0,h15,2812090298604040356
p2,C,16,136,348,h15,2812090298604040356
p2,Non-ROH,500,0,0,h15,2812090298604040356
p3,A,493,7,0,h15,2812090298604040356
p3,B,197,303,0,h15,2812090298604040356
p3,C,10,149,341,h15,2812090298604040356
p3,Non-ROH,500,0,0,h15,2812090298604040356
p1,A,381,119,0,h15,2817534442773565608
p1,B,58,432,10,h15,2817534442773565608
p1,C,13,110,377,h15,2817534442773565608
p1,Non-ROH,500,0,0,h15,2817534442773565608
p2,A,472,28,0,h15,2817534442773565608
p2,B,147,352,1,h15,2817534442773565608
p2,C,8,184,308,h15,2817534442773565608
p2,Non-ROH,500,0,0,h15,2817534442773565608
p3,A,484,16,0,h15,2817534442773565608
p3,B,224,276,0,h15,2817534442773565608
p3,C,18,182,300,h15,2817534442773565608
p3,Non-ROH,500,0,0,h15,2817534442773565608
p1,A,424,76,0,h15,2822224736973749304
p1,B,95,387,18,h15,2822224736973749304
p1,C,21,87,392,h15,2822224736973749304
p1,Non-ROH,500,0,0,h15,2822224736973749304
p2,A,490,10,0,h15,2822224736973749304
p2,B,211,289,0,h15,2822224736973749304
p2,C,26,112,362,h15,2822224736973749304
p2,Non-ROH,500,0,0,h15,2822224736973749304
p3,A,498,2,0,h15,2822224736973749304
p3,B,259,241,0,h15,2822224736973749304
p3,C,11,116,373,h15,2822224736973749304
p3,Non-ROH,500,0,0,h15,2822224736973749304
p1,A,395,105,0,h15,2828590215704198699
p1,B,78,411,11,h15,2828590215704198699
p1,C,32,104,364,h15,2828590215704198699
p1,Non-ROH,500,0,0,h15,2828590215704198699
p2,A,482,18,0,h15,2828590215704198699
p2,B,196,304,0,h15,2828590215704198699
p2,C,21,114,365,h15,2828590215704198699
p2,Non-ROH,500,0,0,h15,2828590215704198699
p3,A,486,14,0,h15,2828590215704198699
p3,B,264,236,0,h15,2828590215704198699
p3,C,22,147,331,h15,2828590215704198699
p3,Non-ROH,500,0,0,h15,2828590215704198699
p1,A,450,50,0,h15,2847205522958870302
p1,B,79,411,10,h15,2847205522958870302
p1,C,22,104,374,h15,2847205522958870302
p1,Non-ROH,500,0,0,h15,2847205522958870302
p2,A,495,5,0,h15,2847205522958870302
p2,B,214,286,0,h15,2847205522958870302
p2,C,6,155,339,h15,2847205522958870302
p2,Non-ROH,500,0,0,h15,2847205522958870302
p3,A,497,3,0,h15,2847205522958870302
p3,B,246,254,0,h15,2847205522958870302
p3,C,8,215,277,h15,2847205522958870302
p3,Non-ROH,500,0,0,h15,2847205522958870302
p1,A,412,88,0,h15,2863108921777469219
p1,B,57,427,16,h15,2863108921777469219
p1,C,22,120,358,h15,2863108921777469219
p1,Non-ROH,500,0,0,h15,2863108921777469219
p2,A,475,25,0,h15,2863108921777469219
p2,B,187,313,0,h15,2863108921777469219
p2,C,14,170,316,h15,2863108921777469219
p2,Non-ROH,500,0,0,h15,2863108921777469219
p3,A,487,13,0,h15,2863108921777469219
p3,B,268,232,0,h15,2863108921777469219
p3,C,13,174,313,h15,2863108921777469219
p3,Non-ROH,500,0,0,h15,2863108921777469219
p1,A,468,32,0,h15,2893599208837345034
p1,B,83,402,15,h15,2893599208837345034
p1,C,32,91,377,h15,2893599208837345034
p1,Non-ROH,500,0,0,h15,2893599208837345034
p2,A,496,4,0,h15,2893599208837345034
p2,B,233,267,0,h15,2893599208837345034
p2,C,16,95,389,h15,2893599208837345034
p2,Non-ROH,500,0,0,h15,2893599208837345034
p3,A,493,7,0,h15,2893599208837345034
p3,B,294,206,0,h15,2893599208837345034
p3,C,11,124,365,h15,2893599208837345034
p3,Non-ROH,500,0,0,h15,2893599208837345034
p1,A,464,36,0,h15,2902195844645575108
p1,B,94,390,16,h15,2902195844645575108
p1,C,21,115,364,h15,2902195844645575108
p1,Non-ROH,500,0,0,h15,2902195844645575108
p2,A,489,11,0,h15,2902195844645575108
p2,B,202,298,0,h15,2902195844645575108
p2,C,15,99,386,h15,2902195844645575108
p2,Non-ROH,500,0,0,h15,2902195844645575108
p3,A,495,5,0,h15,2902195844645575108
p3,B,245,255,0,h15,2902195844645575108
p3,C,12,124,364,h15,2902195844645575108
p3,Non-ROH,500,0,0,h15,2902195844645575108
p1,A,432,68,0,h15,290686619090390620
p1,B,90,396,14,h15,290686619090390620
p1,C,36,98,366,h15,290686619090390620
p1,Non-ROH,500,0,0,h15,290686619090390620
p2,A,486,14,0,h15,290686619090390620
p2,B,231,269,0,h15,290686619090390620
p2,C,17,95,388,h15,290686619090390620
p2,Non-ROH,500,0,0,h15,290686619090390620
p3,A,497,3,0,h15,290686619090390620
p3,B,259,241,0,h15,290686619090390620
p3,C,23,97,380,h15,290686619090390620
p3,Non-ROH,500,0,0,h15,290686619090390620
p1,A,453,47,0,h15,2908185655741705158
p1,B,95,389,16,h15,2908185655741705158
p1,C,26,94,380,h15,2908185655741705158
p1,Non-ROH,500,0,0,h15,2908185655741705158
p2,A,494,6,0,h15,2908185655741705158
p2,B,219,281,0,h15,2908185655741705158
p2,C,11,98,391,h15,2908185655741705158
p2,Non-ROH,500,0,0,h15,2908185655741705158
p3,A,499,1,0,h15,2908185655741705158
p3,B,278,222,0,h15,2908185655741705158
p3,C,17,147,336,h15,2908185655741705158
p3,Non-ROH,500,0,0,h15,2908185655741705158
p1,A,419,81,0,h15,2928617076118517724
p1,B,77,402,21,h15,2928617076118517724
p1,C,17,110,373,h15,2928617076118517724
p1,Non-ROH,500,0,0,h15,2928617076118517724
p2,A,479,21,0,h15,2928617076118517724
p2,B,164,336,0,h15,2928617076118517724
p2,C,17,118,365,h15,2928617076118517724
p2,Non-ROH,500,0,0,h15,2928617076118517724
p3,A,487,13,0,h15,2928617076118517724
p3,B,241,259,0,h15,2928617076118517724
p3,C,10,123,367,h15,2928617076118517724
p3,Non-ROH,500,0,0,h15,2928617076118517724
p1,A,469,31,0,h15,2960987145517736456
p1,B,106,372,22,h15,2960987145517736456
p1,C,34,96,370,h15,2960987145517736456
p1,Non-ROH,500,0,0,h15,2960987145517736456
p2,A,493,7,0,h15,2960987145517736456
p2,B,260,240,0,h15,2960987145517736456
p2,C,22,107,371,h15,2960987145517736456
p2,Non-ROH,500,0,0,h15,2960987145517736456
p3,A,500,0,0,h15,2960987145517736456
p3,B,328,172,0,h15,2960987145517736456
p3,C,21,148,331,h15,2960987145517736456
p3,Non-ROH,500,0,0,h15,2960987145517736456
p1,A,441,59,0,h15,2964755776393380304
p1,B,83,395,22,h15,2964755776393380304
p1,C,20,117,363,h15,2964755776393380304
p1,Non-ROH,500,0,0,h15,2964755776393380304
p2,A,489,11,0,h15,2964755776393380304
p2,B,212,288,0,h15,2964755776393380304
p2,C,22,114,364,h15,2964755776393380304
p2,Non-ROH,500,0,0,h15,2964755776393380304
p3,A,481,19,0,h15,2964755776393380304
p3,B,244,256,0,h15,2964755776393380304
p3,C,4,137,359,h15,2964755776393380304
p3,Non-ROH,500,0,0,h15,2964755776393380304
p1,A,334,166,0,h15,2964850906719704677
p1,B,40,443,17,h15,2964850906719704677
p1,C,8,108,384,h15,2964850906719704677
p1,Non-ROH,500,0,0,h15,2964850906719704677
p2,A,398,102,0,h15,2964850906719704677
p2,B,125,375,0,h15,2964850906719704677
p2,C,5,118,377,h15,2964850906719704677
p2,Non-ROH,500,0,0,h15,2964850906719704677
p3,A,460,40,0,h15,2964850906719704677
p3,B,213,287,0,h15,2964850906719704677
p3,C,16,175,309,h15,2964850906719704677
p3,Non-ROH,500,0,0,h15,2964850906719704677
p1,A,468,32,0,h15,3016438816056710144
p1,B,110,379,11,h15,3016438816056710144
p1,C,25,115,360,h15,3016438816056710144
p1,Non-ROH,500,0,0,h15,3016438816056710144
p2,A,492,8,0,h15,3016438816056710144
p2,B,264,236,0,h15,3016438816056710144
p2,C,23,128,349,h15,3016438816056710144
p2,Non-ROH,500,0,0,h15,3016438816056710144
p3,A,497,3,0,h15,3016438816056710144
p3,B,353,147,0,h15,3016438816056710144
p3,C,18,113,369,h15,3016438816056710144
p3,Non-ROH,500,0,0,h15,3016438816056710144
p1,A,474,26,0,h15,3035241902047202635
p1,B,146,337,17,h15,3035241902047202635
p1,C,37,102,361,h15,3035241902047202635
p1,Non-ROH,500,0,0,h15,3035241902047202635
p2,A,499,1,0,h15,3035241902047202635
p2,B,301,199,0,h15,3035241902047202635
p2,C,15,103,382,h15,3035241902047202635
p2,Non-ROH,500,0,0,h15,3035241902047202635
p3,A,500,0,0,h15,3035241902047202635
p3,B,350,150,0,h15,3035241902047202635
p3,C,18,131,351,h15,3035241902047202635
p3,Non-ROH,500,0,0,h15,3035241902047202635
p1,A,479,21,0,h15,3043293454152467714
p1,B,112,377,11,h15,3043293454152467714
p1,C,35,93,372,h15,3043293454152467714
p1,Non-ROH,500,0,0,h15,3043293454152467714
p2,A,500,0,0,h15,3043293454152467714
p2,B,267,233,0,h15,3043293454152467714
p2,C,17,116,367,h15,3043293454152467714
p2,Non-ROH,500,0,0,h15,3043293454152467714
p3,A,500,0,0,h15,3043293454152467714
p3,B,335,165,0,h15,3043293454152467714
p3,C,25,201,274,h15,3043293454152467714
p3,Non-ROH,500,0,0,h15,3043293454152467714
p1,A,452,48,0,h15,3078297941584403420
p1,B,85,400,15,h15,3078297941584403420
p1,C,20,108,372,h15,3078297941584403420
p1,Non-ROH,500,0,0,h15,3078297941584403420
p2,A,492,8,0,h15,3078297941584403420
p2,B,226,274,0,h15,3078297941584403420
p2,C,18,120,362,h15,3078297941584403420
p2,Non-ROH,500,0,0,h15,3078297941584403420
p3,A,482,18,0,h15,3078297941584403420
p3,B,294,206,0,h15,3078297941584403420
p3,C,9,147,344,h15,3078297941584403420
p3,Non-ROH,500,0,0,h15,3078297941584403420
p1,A,441,59,0,h15,3090648770512903875
p1,B,90,393,17,h15,3090648770512903875
p1,C,26,111,363,h15,3090648770512903875
p1,Non-ROH,500,0,0,h15,3090648770512903875
p2,A,495,5,0,h15,3090648770512903875
p2,B,211,289,0,h15,3090648770512903875
p2,C,18,128,354,h15,3090648770512903875
p2,Non-ROH,500,0,0,h15,3090648770512903875
p3,A,476,24,0,h15,3090648770512903875
p3,B,277,223,0,h15,3090648770512903875
p3,C,11,118,371,h15,3090648770512903875
p3,Non-ROH,500,0,0,h15,3090648770512903875
p1,A,459,41,0,h15,3099974262583652182
p1,B,131,355,14,h15,3099974262583652182
p1,C,19,93,388,h15,3099974262583652182
p1,Non-ROH,500,0,0,h15,3099974262583652182
p2,A,498,2,0,h15,3099974262583652182
p2,B,255,245,0,h15,3099974262583652182
p2,C,13,168,319,h15,3099974262583652182
p2,Non-ROH,500,0,0,h15,3099974262583652182
p3,A,496,4,0,h15,3099974262583652182
p3,B,278,222,0,h15,3099974262583652182
p3,C,15,96,389,h15,3099974262583652182
p3,Non-ROH,500,0,0,h15,3099974262583652182
p1,A,465,35,0,h15,310724024484865085
p1,B,111,372,17,h15,310724024484865085
p1,C,72,81,347,h15,310724024484865085
p1,Non-ROH,500,0,0,h15,310724024484865085
p2,A,489,11,0,h15,310724024484865085
p2,B,257,243,0,h15,310724024484865085
p2,C,83,52,365,h15,310724024484865085
p2,Non-ROH,500,0,0,h15,310724024484865085
p3,A,498,2,0,h15,310724024484865085
p3,B,248,252,0,h15,310724024484865085
p3,C,92,49,359,h15,310724024484865085
p3,Non-ROH,500,0,0,h15,310724024484865085
p1,A,436,64,0,h15,3130738727347636717
p1,B,105,381,14,h15,3130738727347636717
p1,C,30,94,376,h15,3130738727347636717
p1,Non-ROH,500,0,0,h15,3130738727347636717
p2,A,492,8,0,h15,3130738727347636717
p2,B,219,281,0,h15,3130738727347636717
p2,C,25,160,315,h15,3130738727347636717
p2,Non-ROH,500,0,0,h15,3130738727347636717
p3,A,497,3,0,h15,3130738727347636717
p3,B,253,247,0,h15,3130738727347636717
p3,C,25,100,375,h15,3130738727347636717
p3,Non-ROH,500,0,0,h15,3130738727347636717
p1,A,475,25,0,h15,3163037160838944437
p1,B,105,373,22,h15,3163037160838944437
p1,C,31,98,371,h15,3163037160838944437
p1,Non-ROH,500,0,0,h15,3163037160838944437
p2,A,498,2,0,h15,3163037160838944437
p2,B,253,247,0,h15,3163037160838944437
p2,C,19,113,368,h15,3163037160838944437
p2,Non-ROH,500,0,0,h15,3163037160838944437
p3,A,500,0,0,h15,3163037160838944437
p3,B,300,200,0,h15,3163037160838944437
p3,C,16,147,337,h15,3163037160838944437
p3,Non-ROH,500,0,0,h15,3163037160838944437
p1,A,455,45,0,h15,3184397707861920724
p1,B,136,355,9,h15,3184397707861920724
p1,C,32,96,372,h15,3184397707861920724
p1,Non-ROH,500,0,0,h15,3184397707861920724
p2,A,500,0,0,h15,3184397707861920724
p2,B,275,225,0,h15,3184397707861920724
p2,C,27,88,385,h15,3184397707861920724
p2,Non-ROH,500,0,0,h15,3184397707861920724
p3,A,499,1,0,h15,3184397707861920724
p3,B,322,178,0,h15,3184397707861920724
p3,C,25,116,359,h15,3184397707861920724
p3,Non-ROH,500,0,0,h15,3184397707861920724
p1,A,419,81,0,h15,3185558667242114064
p1,B,82,404,14,h15,3185558667242114064
p1,C,35,99,366,h15,3185558667242114064
p1,Non-ROH,500,0,0,h15,3185558667242114064
p2,A,493,7,0,h15,3185558667242114064
p2,B,164,336,0,h15,3185558667242114064
p2,C,15,131,354,h15,3185558667242114064
p2,Non-ROH,500,0,0,h15,3185558667242114064
p3,A,498,2,0,h15,3185558667242114064
p3,B,256,244,0,h15,3185558667242114064
p3,C,9,130,361,h15,3185558667242114064
p3,Non-ROH,500,0,0,h15,3185558667242114064
p1,A,448,52,0,h15,3185828032393094515
p1,B,98,384,18,h15,3185828032393094515
p1,C,30,104,366,h15,3185828032393094515
p1,Non-ROH,500,0,0,h15,3185828032393094515
p2,A,491,9,0,h15,3185828032393094515
p2,B,179,321,0,h15,3185828032393094515
p2,C,20,106,374,h15,3185828032393094515
p2,Non-ROH,500,0,0,h15,3185828032393094515
p3,A,497,3,0,h15,3185828032393094515
p3,B,254,246,0,h15,3185828032393094515
p3,C,25,110,365,h15,3185828032393094515
p3,Non-ROH,500,0,0,h15,3185828032393094515
p1,A,462,38,0,h15,3210465511460890309
p1,B,76,398,26,h15,3210465511460890309
p1,C,30,91,379,h15,3210465511460890309
p1,Non-ROH,500,0,0,h15,3210465511460890309
p2,A,497,3,0,h15,3210465511460890309
p2,B,215,285,0,h15,3210465511460890309
p2,C,20,135,345,h15,3210465511460890309
p2,Non-ROH,500,0,0,h15,3210465511460890309
p3,A,500,0,0,h15,3210465511460890309
p3,B,285,215,0,h15,3210465511460890309
p3,C,17,164,319,h15,3210465511460890309
p3,Non-ROH,500,0,0,h15,3210465511460890309
p1,A,428,72,0,h15,3210593662589872418
p1,B,112,371,17,h15,3210593662589872418
p1,C,18,106,376,h15,3210593662589872418
p1,Non-ROH,500,0,0,h15,3210593662589872418
p2,A,492,8,0,h15,3210593662589872418
p2,B,175,325,0,h15,3210593662589872418
p2,C,26,131,343,h15,3210593662589872418
p2,Non-ROH,500,0,0,h15,3210593662589872418
p3,A,481,19,0,h15,3210593662589872418
p3,B,231,269,0,h15,3210593662589872418
p3,C,22,137,341,h15,3210593662589872418
p3,Non-ROH,500,0,0,h15,3210593662589872418
p1,A,484,16,0,h15,3229084381084250086
p1,B,128,359,13,h15,3229084381084250086
