pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID
p2,1.0,0.013691933515891213,0.013691933515891213,0.36943815068611163,0.009315528791388288,0.015372159721762852,0.04061774217049722,0.012072070539542786,0.039508594493049116,0.00406548575448284,0.0023842060000324812,0.0023842060000324812,0.5858786213889083,h00,1061286463616756465
p2,1.1,0.009391304356702643,0.009391304356702643,0.38122125162271936,0.00661068573287407,0.010908722331475364,0.04239677081620596,0.007966852100421282,0.026073334146833285,0.00422648515148027,0.0014715205851387086,0.0014715205851387086,0.5721554924095944,h00,1061286463616756465
p2,1.2,0.006483598530933109,0.006483598530933109,0.3915328919241076,0.004708754661004654,0.007770222212878966,0.0439943033773377,0.005213575881026149,0.017062611974267398,0.004371676257604747,0.0009290956346088643,0.0009290956346088643,0.56010112844095,h00,1061286463616756465
p2,1.3,0.00451864395796777,0.00451864395796777,0.4004523274177337,0.003376316974362769,0.0055714801557141405,0.04540959664272286,0.0033978846374130072,0.01112034972244257,0.004502403811904928,0.0006030619259210265,0.0006030619259210265,0.5496356721276386,h00,1061286463616756465
p3,0.7,0.03923217928251212,0.03923217928251212,0.3633518109022705,0.020150160980614302,0.030164911647626202,0.04163097112995443,0.014604411136497306,0.05149976558659577,0.0018573060151376444,0.010827114108754575,0.010827114108754575,0.5931599119526375,h00,1061286463616756465
p3,0.8,0.026938880330295945,0.026938880330295945,0.37261765695997445,0.014140571087319767,0.021168519591796057,0.044176139344495144,0.008855607451138635,0.031227668380330975,0.001766164861252044,0.0068848974980829855,0.0068848974980829855,0.5814400388342783,h00,1061286463616756465
p3,0.9,0.018113720059029222,0.018113720059029222,0.3810061246731691,0.009614748986236056,0.014393336805742597,0.04663679284026875,0.005151865063922639,0.018167103120148253,0.0016762128591455787,0.004280717273462509,0.004280717273462509,0.5706808696274165,h00,1061286463616756465
p3,1.0,0.012129339173992384,0.012129339173992384,0.3885303635698952,0.00641954424405405,0.009610096173733608,0.04895608508757346,0.0029184218236685353,0.01029127695714694,0.0015887503250090313,0.00265069761308345,0.00265069761308345,0.5609248010175222,h00,1061286463616756465
p3,1.1,0.008197728472686726,0.008197728472686726,0.39522623567160337,0.004252692853103772,0.006366306666323012,0.051093892707650565,0.0016287282468320312,0.005743410133565584,0.0015044287848405987,0.0016602402968785483,0.0016602402968785483,0.5521754428359054,h00,1061286463616756465
p3,1.2,0.005641527090943743,0.005641527090943743,0.4011470017499561,0.0028130358219294748,0.004211131469954304,0.053028095190009124,0.0009022994405094125,0.0031817927639016127,0.0014234906465502904,0.0010637330079959774,0.0010637330079959774,0.5444014124134845,h00,1061286463616756465
